Seller,offerType,Price,vehicleType,Registration_Year,gearbox,HorsePower,kilometer,fuelType,NotRepairedDamaged,RiskLevel
Private,Customer Offer,3111,Bus,1998,Manual,77,150000,Diesel,No,High
Private,Customer Offer,11500,Limousine,2005,Manual,150,125000,Gasoline,No,Medium
Private,Customer Offer,25600,Limousine,2011,Automatic,204,125000,Diesel,Unknown,Low
Private,Customer Offer,31500,Station Wagon,1994,Manual,315,150000,Gasoline,No,High
Private,Customer Offer,3000,Limousine,1999,Manual,165,150000,Gasoline,No,High
Private,Customer Offer,11900,Limousine,2005,Manual,179,125000,Diesel,No,Medium
Private,Customer Offer,500,Compact Car,1999,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,10999,Limousine,2011,Manual,117,80000,Gasoline,No,Low
Private,Customer Offer,4650,Station Wagon,2007,Manual,163,150000,Diesel,Yes,Medium
Private,Customer Offer,15000,Convertible,2010,Manual,120,40000,Gasoline,No,Medium
Private,Customer Offer,8500,Unknown,2016,Manual,177,150000,Unknown,No,Low
Private,Customer Offer,2690,Limousine,2003,Manual,82,150000,Gasoline,No,Medium
Private,Customer Offer,6900,Compact Car,2013,Manual,87,50000,Gasoline,No,Low
Private,Customer Offer,4500,Limousine,2002,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,750,Limousine,1998,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,5800,Bus,2007,Manual,105,150000,Diesel,Yes,Medium
Private,Customer Offer,11450,Station Wagon,2009,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,1850,Limousine,2000,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,6500,Limousine,2004,Manual,192,150000,Gasoline,No,Medium
Private,Customer Offer,24750,Station Wagon,2010,Automatic,204,100000,Diesel,No,Medium
Private,Customer Offer,11500,Limousine,2007,Automatic,140,150000,Diesel,No,Medium
Private,Customer Offer,1100,Limousine,1999,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,2490,Limousine,1994,Manual,75,150000,Diesel,No,High
Private,Customer Offer,2700,Limousine,2000,Manual,110,150000,Diesel,No,High
Private,Customer Offer,2800,Limousine,2000,Manual,150,125000,Gasoline,No,High
Private,Customer Offer,1290,Limousine,1996,Manual,193,150000,Gasoline,No,High
Private,Customer Offer,11950,Station Wagon,2010,Manual,218,150000,Gasoline,No,Medium
Private,Customer Offer,950,Convertible,1994,Manual,90,150000,Gasoline,Yes,High
Private,Customer Offer,2400,Unknown,2017,Manual,113,150000,Unknown,No,Low
Private,Customer Offer,8700,Station Wagon,2009,Automatic,120,125000,Gasoline,No,Medium
Private,Customer Offer,3200,Limousine,2001,Manual,116,150000,Diesel,No,Medium
Private,Customer Offer,1800,Compact Car,2002,Manual,131,150000,Diesel,No,Medium
Private,Customer Offer,2000,Limousine,2002,Manual,95,150000,Gasoline,No,Medium
Private,Customer Offer,1599,Compact Car,2002,Manual,58,150000,Gasoline,Unknown,Medium
Private,Customer Offer,2499,Convertible,2003,Automatic,61,150000,Gasoline,No,Medium
Private,Customer Offer,1500,Limousine,2001,Manual,101,150000,Gasoline,No,Medium
Private,Customer Offer,1150,Limousine,1997,Manual,90,150000,Diesel,No,High
Private,Customer Offer,1150,Limousine,1995,Automatic,60,80000,Gasoline,No,High
Private,Customer Offer,15000,Station Wagon,2009,Automatic,239,150000,Diesel,No,Medium
Private,Customer Offer,4500,Station Wagon,2002,Automatic,131,150000,Gasoline,No,Medium
Private,Customer Offer,1590,Limousine,1998,Manual,82,150000,Gasoline,No,High
Private,Customer Offer,4000,Station Wagon,2001,Automatic,218,150000,Gasoline,No,Medium
Private,Customer Offer,18000,Limousine,2010,Automatic,245,60000,Diesel,No,Medium
Private,Customer Offer,25950,SUV,2009,Automatic,245,125000,Diesel,No,Medium
Private,Customer Offer,4950,Convertible,2001,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,1750,Station Wagon,1997,Manual,170,150000,Gasoline,Yes,High
Private,Customer Offer,11850,Station Wagon,2008,Manual,143,125000,Diesel,No,Medium
Private,Customer Offer,4500,Station Wagon,2002,Unknown,220,150000,LPG,Unknown,Medium
Private,Customer Offer,3540,Station Wagon,2002,Manual,143,150000,Diesel,No,Medium
Private,Customer Offer,899,Limousine,1999,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,2700,Limousine,2006,Manual,120,150000,Gasoline,No,Medium
Private,Customer Offer,6999,Limousine,2009,Manual,90,125000,Diesel,No,Medium
Private,Customer Offer,4555,Limousine,2002,Automatic,116,70000,Gasoline,No,Medium
Private,Customer Offer,1380,Compact Car,2004,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,3900,Limousine,2004,Manual,125,125000,Gasoline,No,Medium
Private,Customer Offer,2100,Unknown,2016,Manual,75,125000,Gasoline,No,Low
Private,Customer Offer,11599,SUV,2009,Manual,200,90000,Gasoline,No,Medium
Private,Customer Offer,9450,Bus,2012,Manual,114,125000,Diesel,No,Low
Private,Customer Offer,8900,Compact Car,2012,Manual,92,70000,Diesel,No,Low
Private,Customer Offer,2350,Limousine,1999,Manual,122,150000,Gasoline,No,High
Private,Customer Offer,8990,Station Wagon,2008,Manual,150,150000,Unknown,No,Medium
Private,Customer Offer,16350,Limousine,2006,Automatic,190,70000,Diesel,No,Medium
Private,Customer Offer,500,Compact Car,1989,Automatic,94,90000,Gasoline,No,High
Private,Customer Offer,2800,Coupe,2004,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,899,Limousine,2003,Manual,131,150000,Diesel,No,Medium
Private,Customer Offer,15500,Coupe,2006,Automatic,306,100000,Gasoline,No,Medium
Private,Customer Offer,950,Station Wagon,1998,Manual,121,150000,Gasoline,No,High
Private,Customer Offer,26800,Limousine,2011,Automatic,245,150000,Diesel,No,Low
Private,Customer Offer,2950,Station Wagon,2003,Manual,150,150000,Diesel,No,Medium
Private,Customer Offer,3799,Limousine,2008,Automatic,105,125000,Gasoline,Yes,Medium
Private,Customer Offer,650,Compact Car,1993,Manual,40,70000,Gasoline,No,High
Private,Customer Offer,1200,Limousine,1996,Automatic,193,150000,Gasoline,Unknown,High
Private,Customer Offer,3200,Station Wagon,2000,Manual,184,150000,Diesel,No,High
Private,Customer Offer,1899,Limousine,1995,Manual,90,125000,Gasoline,No,High
Private,Customer Offer,700,Compact Car,1997,Automatic,75,150000,Unknown,No,High
Private,Customer Offer,950,Limousine,1999,Manual,80,125000,Gasoline,No,High
Private,Customer Offer,1000,Bus,1996,Manual,116,150000,Gasoline,Yes,High
Private,Customer Offer,6000,Compact Car,2010,Manual,87,90000,Gasoline,No,Medium
Private,Customer Offer,1700,Compact Car,2003,Manual,101,150000,Diesel,Yes,Medium
Private,Customer Offer,500,Station Wagon,2000,Manual,131,150000,Gasoline,Yes,High
Private,Customer Offer,20550,SUV,2012,Automatic,184,60000,Diesel,No,Low
Private,Customer Offer,2500,Station Wagon,2002,Manual,125,150000,Gasoline,No,Medium
Private,Customer Offer,3700,Unknown,2017,Manual,90,150000,Unknown,Unknown,Low
Private,Customer Offer,10490,Station Wagon,2008,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,750,Compact Car,2000,Manual,58,150000,Gasoline,No,High
Private,Customer Offer,3950,Convertible,1998,Manual,118,150000,Gasoline,No,High
Private,Customer Offer,2650,Compact Car,2005,Manual,52,100000,Gasoline,No,Medium
Private,Customer Offer,17600,Bus,2012,Manual,122,30000,Gasoline,No,Low
Private,Customer Offer,14500,Coupe,2006,Automatic,286,150000,Diesel,No,Medium
Private,Customer Offer,3850,Convertible,2005,Automatic,61,90000,Gasoline,No,Medium
Private,Customer Offer,2300,Compact Car,2002,Manual,64,150000,Gasoline,Unknown,Medium
Private,Customer Offer,4298,Limousine,2008,Manual,86,60000,Gasoline,No,Medium
Private,Customer Offer,3900,Bus,2003,Manual,87,125000,Gasoline,No,Medium
Private,Customer Offer,5500,SUV,2010,Manual,136,150000,Diesel,No,Medium
Private,Customer Offer,1250,Compact Car,2003,Manual,93,125000,Gasoline,Unknown,Medium
Private,Customer Offer,8100,Station Wagon,2004,Automatic,150,150000,Diesel,No,Medium
Private,Customer Offer,1750,Station Wagon,2001,Automatic,145,150000,Gasoline,No,Medium
Private,Customer Offer,2100,Limousine,1997,Manual,150,150000,Diesel,No,High
Private,Customer Offer,21900,Limousine,2011,Automatic,177,125000,Diesel,No,Low
Private,Customer Offer,1080,Compact Car,2007,Manual,80,100000,Gasoline,Yes,Medium
Private,Customer Offer,790,Compact Car,2003,Manual,58,150000,Gasoline,Unknown,Medium
Private,Customer Offer,16999,Convertible,2012,Manual,98,40000,Gasoline,No,Low
Private,Customer Offer,17900,SUV,2014,Manual,140,20000,Gasoline,No,Low
Private,Customer Offer,2250,Unknown,2017,Automatic,150,150000,Unknown,No,Low
Private,Customer Offer,950,Station Wagon,1999,Manual,90,150000,Unknown,No,High
Private,Customer Offer,8490,Limousine,2005,Unknown,200,150000,Gasoline,No,Medium
Private,Customer Offer,14690,Limousine,2010,Automatic,156,70000,Gasoline,No,Medium
Private,Customer Offer,1500,Station Wagon,2002,Manual,102,150000,Gasoline,No,Medium
Private,Customer Offer,9750,Limousine,2005,Manual,150,150000,Diesel,No,Medium
Private,Customer Offer,15990,Station Wagon,2010,Automatic,239,150000,Diesel,No,Medium
Private,Customer Offer,7000,SUV,2002,Automatic,163,150000,Diesel,No,Medium
Private,Customer Offer,9999,Limousine,2007,Automatic,130,125000,Gasoline,Unknown,Medium
Private,Customer Offer,12500,Bus,2006,Automatic,174,150000,Diesel,No,Medium
Private,Customer Offer,5499,Compact Car,2010,Manual,77,70000,Gasoline,No,Medium
Private,Customer Offer,1650,Limousine,2001,Manual,118,150000,Gasoline,No,Medium
Private,Customer Offer,3200,Limousine,2001,Manual,179,150000,Gasoline,No,Medium
Private,Customer Offer,5000,Compact Car,2010,Manual,69,30000,Gasoline,No,Medium
Private,Customer Offer,1500,Limousine,1978,Manual,90,60000,Gasoline,Unknown,High
Private,Customer Offer,4800,Limousine,2005,Manual,125,90000,Gasoline,No,Medium
Private,Customer Offer,52900,Convertible,2012,Manual,315,20000,Gasoline,No,Low
Private,Customer Offer,3800,Limousine,2005,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,2050,Convertible,1996,Manual,131,150000,Gasoline,No,High
Private,Customer Offer,750,Station Wagon,1999,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,3000,Bus,2002,Manual,192,150000,Gasoline,No,Medium
Private,Customer Offer,8990,Station Wagon,2007,Manual,179,150000,Diesel,No,Medium
Private,Customer Offer,3750,Coupe,2001,Manual,225,150000,Gasoline,No,Medium
Private,Customer Offer,1111,Bus,1998,Manual,141,150000,Gasoline,No,High
Private,Customer Offer,4599,Bus,2007,Manual,80,150000,Diesel,No,Medium
Private,Customer Offer,1990,Limousine,2003,Manual,98,125000,Gasoline,No,Medium
Private,Customer Offer,2000,Limousine,1998,Manual,105,150000,Gasoline,No,High
Private,Customer Offer,2850,Station Wagon,2006,Manual,109,150000,Diesel,No,Medium
Private,Customer Offer,13800,Convertible,2009,Manual,105,125000,Diesel,No,Medium
Private,Customer Offer,20000,Limousine,2007,Automatic,207,70000,Diesel,No,Medium
Private,Customer Offer,5000,Bus,2004,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,5000,Unknown,2016,Manual,180,150000,Unknown,No,Low
Private,Customer Offer,10999,Limousine,2010,Manual,141,20000,Gasoline,No,Medium
Private,Customer Offer,4400,Limousine,2006,Manual,109,150000,Diesel,No,Medium
Private,Customer Offer,1999,Coupe,1989,Manual,113,150000,Gasoline,Unknown,High
Private,Customer Offer,999,Unknown,2017,Unknown,136,150000,Gasoline,No,Low
Private,Customer Offer,1900,Compact Car,2003,Manual,54,150000,Gasoline,No,Medium
Private,Customer Offer,3800,Convertible,1991,Manual,113,150000,Gasoline,No,High
Private,Customer Offer,750,Limousine,2000,Automatic,144,150000,Gasoline,No,High
Private,Customer Offer,11500,Station Wagon,2009,Automatic,235,150000,Diesel,No,Medium
Private,Customer Offer,6280,Station Wagon,2006,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,3450,Compact Car,2004,Manual,90,150000,Gasoline,No,Medium
Private,Customer Offer,20950,Station Wagon,2007,Automatic,232,150000,Diesel,No,Medium
Private,Customer Offer,3290,Compact Car,2007,Manual,95,150000,Gasoline,No,Medium
Private,Customer Offer,1299,Limousine,1991,Manual,90,150000,Gasoline,No,High
Private,Customer Offer,23999,Convertible,2005,Manual,239,70000,Gasoline,No,Medium
Private,Customer Offer,6700,Limousine,2003,Automatic,136,150000,Diesel,No,Medium
Private,Customer Offer,23450,Station Wagon,2014,Automatic,150,50000,Diesel,No,Low
Private,Customer Offer,4300,Unknown,2018,Manual,116,150000,Gasoline,Unknown,Low
Private,Customer Offer,4250,Limousine,2002,Manual,170,125000,Gasoline,No,Medium
Private,Customer Offer,645,Unknown,2018,Automatic,69,150000,Unknown,Unknown,Low
Private,Customer Offer,9500,Station Wagon,2007,Manual,209,100000,Diesel,No,Medium
Private,Customer Offer,25900,Bus,2010,Automatic,150,80000,Diesel,Unknown,Medium
Private,Customer Offer,2990,Bus,2004,Manual,95,125000,Gasoline,No,Medium
Private,Customer Offer,21000,Limousine,2015,Automatic,110,20000,Diesel,No,Low
Private,Customer Offer,2999,Bus,2002,Manual,116,150000,Gasoline,No,Medium
Private,Customer Offer,10000,Bus,1985,Manual,60,100000,Gasoline,Unknown,High
Private,Customer Offer,1600,Unknown,2016,Manual,155,150000,Unknown,Yes,Low
Private,Customer Offer,2000,Limousine,2001,Manual,85,150000,Gasoline,No,Medium
Private,Customer Offer,3200,Limousine,1990,Automatic,180,150000,Gasoline,No,High
Private,Customer Offer,2000,Station Wagon,2004,Manual,130,150000,Diesel,Unknown,Medium
Private,Customer Offer,1950,Limousine,1997,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,8500,Compact Car,2009,Manual,95,70000,Gasoline,No,Medium
Private,Customer Offer,14990,Convertible,2008,Manual,170,100000,Gasoline,No,Medium
Private,Customer Offer,14500,Station Wagon,2011,Automatic,170,150000,Diesel,No,Low
Private,Customer Offer,1550,Station Wagon,2002,Manual,116,125000,Gasoline,Yes,Medium
Private,Customer Offer,4600,Bus,2002,Manual,109,150000,Diesel,No,Medium
Private,Customer Offer,1500,Unknown,2017,Manual,107,100000,Unknown,No,Low
Private,Customer Offer,1300,Station Wagon,2003,Manual,97,150000,Gasoline,No,Medium
Private,Customer Offer,2100,Station Wagon,2000,Manual,144,150000,Gasoline,No,High
Private,Customer Offer,1200,Coupe,1991,Automatic,90,150000,Gasoline,Unknown,High
Private,Customer Offer,14900,Station Wagon,2013,Automatic,105,30000,Gasoline,No,Low
Private,Customer Offer,3250,Bus,2001,Manual,95,150000,Gasoline,No,Medium
Private,Customer Offer,1999,Limousine,1999,Manual,150,150000,Gasoline,No,High
Private,Customer Offer,7900,Station Wagon,2003,Automatic,193,150000,Diesel,No,Medium
Private,Customer Offer,8450,Limousine,2009,Manual,110,150000,Diesel,No,Medium
Private,Customer Offer,2500,Unknown,2017,Manual,90,150000,Diesel,Unknown,Low
Private,Customer Offer,15500,Other,2010,Manual,120,80000,Diesel,No,Medium
Private,Customer Offer,6999,Coupe,2001,Automatic,231,150000,Gasoline,Unknown,Medium
Private,Customer Offer,1350,Compact Car,2002,Manual,75,150000,Gasoline,Unknown,Medium
Private,Customer Offer,2800,Convertible,2004,Unknown,95,150000,Gasoline,No,Medium
Private,Customer Offer,6000,Bus,2010,Manual,115,150000,Diesel,No,Medium
Private,Customer Offer,700,Compact Car,1999,Manual,75,150000,Gasoline,Unknown,High
Private,Customer Offer,1900,Bus,1995,Manual,78,150000,Diesel,Yes,High
Private,Customer Offer,2990,Station Wagon,2005,Manual,82,150000,Diesel,No,Medium
Private,Customer Offer,3000,Limousine,1986,Manual,105,150000,Gasoline,No,High
Private,Customer Offer,5990,Limousine,2006,Manual,75,100000,Gasoline,No,Medium
Private,Customer Offer,1000,Compact Car,1998,Manual,73,150000,Gasoline,No,High
Private,Customer Offer,21500,Limousine,2013,Manual,156,50000,Gasoline,No,Low
Private,Customer Offer,2799,Station Wagon,2007,Manual,80,150000,Gasoline,No,Medium
Private,Customer Offer,8999,Station Wagon,2005,Manual,179,150000,Diesel,No,Medium
Private,Customer Offer,600,Station Wagon,1996,Manual,90,150000,Diesel,Yes,High
Private,Customer Offer,17000,SUV,2011,Manual,140,70000,Diesel,No,Low
Private,Customer Offer,11500,Convertible,2003,Manual,231,150000,Gasoline,No,Medium
Private,Customer Offer,2200,Limousine,2002,Manual,131,150000,Diesel,Unknown,Medium
Private,Customer Offer,37250,Coupe,2011,Automatic,306,50000,Gasoline,No,Low
Private,Customer Offer,13750,Unknown,2017,Automatic,48,10000,Unknown,No,Low
Private,Customer Offer,9999,Station Wagon,2010,Automatic,140,150000,Diesel,Unknown,Medium
Private,Customer Offer,1800,Limousine,1999,Manual,136,150000,Gasoline,Yes,High
Private,Customer Offer,555,Station Wagon,1999,Manual,140,150000,LPG,No,High
Private,Customer Offer,1500,Unknown,2017,Manual,75,150000,Gasoline,No,Low
Private,Customer Offer,6500,Bus,2008,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,8500,Limousine,2003,Automatic,150,150000,Unknown,Unknown,Medium
Private,Customer Offer,14250,Coupe,2009,Manual,177,150000,Diesel,No,Medium
Private,Customer Offer,600,Other,1999,Automatic,125,150000,Gasoline,Yes,High
Private,Customer Offer,2499,Limousine,1991,Manual,101,100000,Gasoline,No,High
Private,Customer Offer,5500,Station Wagon,2008,Manual,90,150000,LPG,No,Medium
Private,Customer Offer,4300,Coupe,2000,Manual,250,150000,Gasoline,Unknown,High
Private,Customer Offer,6999,Compact Car,2010,Manual,78,30000,Gasoline,No,Medium
Private,Customer Offer,9999,Limousine,2009,Manual,140,100000,Diesel,No,Medium
Private,Customer Offer,11000,Station Wagon,2007,Automatic,218,150000,Diesel,No,Medium
Private,Customer Offer,600,Compact Car,1998,Manual,60,125000,Gasoline,No,High
Private,Customer Offer,6550,Bus,2010,Manual,131,125000,Diesel,Unknown,Medium
Private,Customer Offer,28900,Convertible,2010,Automatic,204,50000,Gasoline,No,Medium
Private,Customer Offer,3600,Convertible,2002,Manual,110,125000,Gasoline,No,Medium
Private,Customer Offer,950,Compact Car,2002,Manual,75,150000,Gasoline,No,Medium
Private,Customer Offer,1450,Station Wagon,2000,Manual,136,150000,Diesel,No,High
Private,Customer Offer,6500,Compact Car,2011,Manual,69,50000,Gasoline,No,Low
Private,Customer Offer,6000,Compact Car,2008,Manual,80,100000,Gasoline,No,Medium
Private,Customer Offer,750,Convertible,1995,Manual,71,150000,Gasoline,No,High
Private,Customer Offer,11500,Station Wagon,2012,Manual,117,50000,Gasoline,No,Low
Private,Customer Offer,6750,Limousine,2008,Manual,80,100000,Gasoline,No,Medium
Private,Customer Offer,1899,Convertible,1997,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,500,Station Wagon,1999,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,5399,Compact Car,2010,Manual,95,50000,Gasoline,No,Medium
Private,Customer Offer,9500,SUV,2007,Automatic,170,50000,Gasoline,Unknown,Medium
Private,Customer Offer,17900,Unknown,2017,Automatic,160,10000,Gasoline,No,Low
Private,Customer Offer,12990,Station Wagon,2010,Automatic,160,125000,Diesel,No,Medium
Private,Customer Offer,15590,Convertible,2008,Manual,170,80000,Gasoline,No,Medium
Private,Customer Offer,2500,Compact Car,2003,Manual,54,150000,Gasoline,No,Medium
Private,Customer Offer,12900,Convertible,1984,Manual,112,125000,Gasoline,No,High
Private,Customer Offer,14799,Limousine,2011,Automatic,184,125000,Diesel,No,Low
Private,Customer Offer,17700,Limousine,2007,Automatic,224,150000,Diesel,No,Medium
Private,Customer Offer,2850,Station Wagon,2003,Automatic,150,150000,Diesel,No,Medium
Private,Customer Offer,500,Limousine,1997,Automatic,80,150000,Gasoline,Unknown,High
Private,Customer Offer,2800,Bus,2004,Manual,82,150000,Diesel,No,Medium
Private,Customer Offer,13400,Station Wagon,2010,Manual,155,100000,Gasoline,No,Medium
Private,Customer Offer,2700,Station Wagon,2002,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,3800,Limousine,2004,Manual,82,125000,Gasoline,No,Medium
Private,Customer Offer,8300,Station Wagon,2007,Manual,140,150000,Unknown,No,Medium
Private,Customer Offer,8900,Limousine,2006,Manual,260,150000,Gasoline,No,Medium
Private,Customer Offer,1950,Limousine,1999,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,2350,Unknown,2017,Manual,101,150000,Unknown,No,Low
Private,Customer Offer,10800,Compact Car,2013,Manual,82,30000,Gasoline,No,Low
Private,Customer Offer,4000,Limousine,2007,Manual,140,150000,Diesel,Unknown,Medium
Private,Customer Offer,1200,Limousine,1998,Automatic,211,150000,Gasoline,Yes,High
Private,Customer Offer,1600,Limousine,2000,Manual,136,150000,Gasoline,No,High
Private,Customer Offer,10950,Compact Car,2008,Manual,120,50000,Gasoline,No,Medium
Private,Customer Offer,1800,Convertible,2001,Manual,125,150000,LPG,No,Medium
Private,Customer Offer,1490,Station Wagon,1999,Manual,103,150000,Gasoline,No,High
Private,Customer Offer,9850,Station Wagon,2011,Manual,116,150000,Diesel,No,Low
Private,Customer Offer,4444,Convertible,2001,Manual,116,125000,Gasoline,No,Medium
Private,Customer Offer,1990,Limousine,2000,Manual,75,90000,Gasoline,No,High
Private,Customer Offer,2450,Bus,2005,Manual,125,150000,Diesel,Yes,Medium
Private,Customer Offer,13490,Limousine,2006,Automatic,218,150000,Diesel,No,Medium
Private,Customer Offer,10900,Coupe,2010,Manual,160,80000,Gasoline,No,Medium
Private,Customer Offer,2580,Station Wagon,1999,Unknown,75,150000,Gasoline,Unknown,High
Private,Customer Offer,1900,Limousine,1998,Manual,118,150000,Gasoline,No,High
Private,Customer Offer,5500,Station Wagon,2007,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,800,Compact Car,2000,Manual,58,125000,Gasoline,No,High
Private,Customer Offer,5999,Limousine,2007,Manual,170,150000,Diesel,No,Medium
Private,Customer Offer,17500,Convertible,2010,Automatic,140,80000,Diesel,No,Medium
Private,Customer Offer,9990,Convertible,2010,Manual,99,40000,Gasoline,No,Medium
Private,Customer Offer,3500,Bus,2004,Manual,200,150000,Gasoline,No,Medium
Private,Customer Offer,8999,Coupe,2003,Manual,204,150000,Diesel,No,Medium
Private,Customer Offer,20900,Limousine,2012,Manual,143,30000,Diesel,No,Low
Private,Customer Offer,6850,Compact Car,2010,Manual,86,125000,Gasoline,No,Medium
Private,Customer Offer,1550,Compact Car,2002,Manual,58,125000,Gasoline,Unknown,Medium
Private,Customer Offer,11750,Convertible,2007,Manual,136,50000,Diesel,No,Medium
Private,Customer Offer,1050,Limousine,1992,Manual,75,150000,Gasoline,No,High
Private,Customer Offer,850,Compact Car,2002,Manual,60,150000,Gasoline,No,Medium
Private,Customer Offer,950,Compact Car,2001,Manual,58,125000,Gasoline,No,Medium
Private,Customer Offer,910,Compact Car,1996,Manual,45,125000,Gasoline,No,High
Private,Customer Offer,2650,Limousine,2002,Manual,101,150000,Diesel,No,Medium
Private,Customer Offer,5199,Limousine,2008,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,4500,Limousine,2005,Manual,122,150000,Diesel,No,Medium
Private,Customer Offer,11111,SUV,2009,Manual,140,150000,Diesel,No,Medium
Private,Customer Offer,17499,Station Wagon,2010,Manual,143,80000,Diesel,No,Medium
Private,Customer Offer,8900,Limousine,2008,Manual,143,150000,Diesel,No,Medium
Private,Customer Offer,3200,Limousine,1997,Automatic,193,150000,Gasoline,No,High
Private,Customer Offer,29000,Limousine,2015,Automatic,150,20000,Diesel,No,Low
Private,Customer Offer,23900,SUV,2012,Manual,163,90000,Diesel,No,Low
Private,Customer Offer,3899,Station Wagon,2002,Manual,150,150000,LPG,No,Medium
Private,Customer Offer,1499,Limousine,2002,Manual,73,150000,Gasoline,No,Medium
Private,Customer Offer,5899,Limousine,2009,Manual,90,100000,Diesel,No,Medium
Private,Customer Offer,795,Compact Car,1997,Manual,54,150000,Gasoline,No,High
Private,Customer Offer,2000,Limousine,1999,Manual,90,150000,Diesel,No,High
Private,Customer Offer,10000,Limousine,2007,Automatic,184,150000,Gasoline,No,Medium
Private,Customer Offer,3990,Unknown,2017,Manual,81,60000,Unknown,No,Low
Private,Customer Offer,5800,Compact Car,2013,Manual,69,20000,Gasoline,Unknown,Low
Private,Customer Offer,13700,Limousine,2011,Manual,143,80000,Gasoline,No,Low
Private,Customer Offer,1399,Bus,1999,Automatic,188,150000,Gasoline,Yes,High
Private,Customer Offer,6399,Limousine,2005,Automatic,140,150000,Diesel,No,Medium
Private,Customer Offer,87900,Convertible,2008,Automatic,480,20000,Gasoline,No,Medium
Private,Customer Offer,14500,Station Wagon,2009,Manual,170,80000,Gasoline,Unknown,Medium
Private,Customer Offer,1200,Limousine,2004,Manual,103,90000,Gasoline,Yes,Medium
Private,Customer Offer,850,Other,2002,Unknown,120,150000,Gasoline,No,Medium
Private,Customer Offer,2799,Limousine,2003,Automatic,163,150000,Diesel,No,Medium
Private,Customer Offer,4600,Limousine,2009,Manual,69,90000,Gasoline,Unknown,Medium
Private,Customer Offer,2444,Station Wagon,2002,Manual,137,150000,Diesel,No,Medium
Private,Customer Offer,39996,Convertible,2001,Manual,300,40000,Gasoline,No,Medium
Private,Customer Offer,4600,Convertible,2008,Automatic,71,40000,Gasoline,No,Medium
Private,Customer Offer,650,Station Wagon,1999,Automatic,170,150000,Gasoline,Yes,High
Private,Customer Offer,4500,Limousine,2007,Manual,80,70000,Gasoline,No,Medium
Private,Customer Offer,1450,Limousine,1998,Unknown,125,150000,Diesel,Unknown,High
Private,Customer Offer,2780,Convertible,2001,Automatic,41,150000,Diesel,No,Medium
Private,Customer Offer,850,Compact Car,1994,Manual,45,125000,Gasoline,No,High
Private,Customer Offer,800,Compact Car,2000,Manual,60,150000,Gasoline,No,High
Private,Customer Offer,10900,SUV,1997,Automatic,180,150000,Diesel,No,High
Private,Customer Offer,3350,Limousine,2001,Manual,75,125000,Gasoline,No,Medium
Private,Customer Offer,7000,Limousine,2008,Manual,140,150000,Diesel,Yes,Medium
Private,Customer Offer,5999,Station Wagon,2002,Automatic,193,150000,Diesel,Unknown,Medium
Private,Customer Offer,6200,Convertible,2006,Manual,135,90000,Gasoline,No,Medium
Private,Customer Offer,6300,Limousine,2004,Automatic,218,125000,Gasoline,Unknown,Medium
Private,Customer Offer,3499,Bus,2008,Manual,90,150000,Diesel,No,Medium
Private,Customer Offer,500,Bus,1998,Manual,56,150000,Gasoline,No,High
Private,Customer Offer,1100,Unknown,2000,Manual,90,150000,Gasoline,Unknown,High
Private,Customer Offer,5100,Bus,2007,Manual,105,150000,Diesel,No,Medium
Private,Customer Offer,8000,Bus,2008,Unknown,139,100000,Diesel,Yes,Medium
Private,Customer Offer,2950,Unknown,2005,Manual,155,150000,Unknown,No,Medium
Private,Customer Offer,2399,Compact Car,1998,Manual,75,125000,Gasoline,No,High
Private,Customer Offer,26999,Limousine,2013,Manual,300,40000,Gasoline,No,Low
Private,Customer Offer,800,Limousine,1997,Manual,136,150000,Gasoline,No,High
Private,Customer Offer,23500,Limousine,2013,Automatic,220,70000,Gasoline,No,Low
Private,Customer Offer,1100,Limousine,2000,Manual,50,150000,Gasoline,No,High
Private,Customer Offer,700,Compact Car,2001,Manual,54,150000,Gasoline,No,Medium
Private,Customer Offer,500,Limousine,1997,Manual,90,150000,Gasoline,Unknown,High
Private,Customer Offer,1650,Limousine,1997,Manual,101,150000,Gasoline,No,High
Private,Customer Offer,10199,SUV,2008,Manual,150,125000,Diesel,Unknown,Medium
